college_code,college_name,avg_percentile,avg_rank,percentile_std,rank_std,data_points,stability_score,cluster
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",80.33468770361175,58813.73363431151,18.39302179891689,44178.87721510942,443,0.0515649397174323,5
2021,"University Department of Chemical Technology, Aurangabad",40.866732991666666,31298.833333333332,44.19009701282182,38866.337025604545,12,0.022128742049751945,3
2032,"Institute of Chemical Technology, Mumbai Marathwada off campus, Jalna",82.92872503617022,52186.29787234042,16.409846347280666,41386.9971320099,47,0.057438760805387304,0
2111,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",35.86938618333333,155118.66666666666,27.14904746243491,39241.268525197636,6,0.03552518078398591,7
2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",49.269459943283586,133966.61194029852,20.126518066160067,35291.61149362304,67,0.047333876641119356,6
2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",61.839146671031095,106599.22913256956,20.002178625409467,39935.951762297176,611,0.04761410793783798,5
2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",65.19418330792452,99927.60754716981,17.99669500807967,40169.860969104884,265,0.05264073564241992,5
2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",39.7258724875,149178.75,23.846397834199013,40090.54970639427,24,0.04024728279217934,7
2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",67.61690400441177,95752.86764705883,14.683460295211423,33235.943400609074,68,0.06376143919625483,6
2129,"M.S. Bidve Engineering College, Latur",55.68984194680851,118211.68085106384,24.272116417953466,46233.29243611022,47,0.039569301734048434,3
2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",39.737856547999996,149350.16,23.803638564722924,38620.1259272934,25,0.04031666553238097,7
2131,"Shree Tuljabhavani College of Engineering, Tuljapur",27.822950608333333,168059.0,22.575387892756176,38554.60820706132,12,0.042417117569771234,7
2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",42.19180613928571,144714.5,23.74365434069917,43602.14816955697,28,0.04041440226374192,7
2134,"Peoples Education Society's College of Engineering, Aurangabad",46.669828394476745,138661.96220930232,20.03342222125855,36435.34937922677,344,0.04754338069576222,5
2135,"Hi-Tech Institute of Technology, Aurangabad",45.402293842105266,141725.34210526315,19.41005794442492,31574.94299519908,38,0.04899545129773399,6
2136,"Aditya Engineering College , Beed",25.779813985714288,173652.10714285713,16.924221497011615,24334.210633103416,28,0.05579042862010622,1
2137,"Nagnathappa Halge Engineering College, Parli, Beed",45.17582165,136736.0,38.88692016764261,70905.83959026224,2,0.025070875259284326,3
2138,"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",50.83253952857143,128333.0,23.437669711873614,51946.72217392916,14,0.040920431931123394,3
2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",52.8806012,132404.0,0.0,0.0,1,1.0,2
